,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
1495,EA2927,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2927/EA2927@PIC-7.jpg,BA4704,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA4704/BA4704@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4704/BA4704@CB-T4-42673C111B9488BAF0B4.png
1496,EA2929,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2929/EA2929@PIC-12.jpg,BA4704,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA4704/BA4704@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4704/BA4704@CB-T4-42673C111B9488BAF0B4.png
1497,EA2964,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2964/EA2964@PIC-5.jpg,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@CB-T4-C34A09EEAF84B8098010.png
1498,EA2989,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2989/EA2989@T9-1.jpg,BA2098,褲子,,,https://image.obdesign.com.tw/catalog/products/BA2098/BA2098@1.jpg,https://image.obdesign.com.tw/catalog/products/BA2098/BA2098@CB-T4-0D3C9F852CD4BA1B3207.png
1499,EA2991,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2991/EA2991@PIC-12.jpg,BA5805,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5805/BA5805@1.jpg,
1500,EA2993,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2993/EA2993@PIC-10.jpg,BA4887,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@1.jpg,https://image.obdesign.com.tw/catalog/products/BA4887/BA4887@CB-T4-C49B9FB332142D988CC8.png
1501,EA2996,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2996/EA2996@PIC-11.jpg,BA5545,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5545/BA5545@1.jpg,
1502,EA2996,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2996/EA2996@PIC-1.jpg,BA5569,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5569/BA5569@1.jpg,https://image.obdesign.com.tw/catalog/products/BA5569/BA5569@CB-T4-F843ED5FEBC4F61A20C6.png
1503,EA3000,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3000/EA3000@PIC-8.jpg,BA5172,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5172/BA5172@1.jpg,
1504,EA3000,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3000/EA3000@PIC-20.jpg,BA5590,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5590/BA5590@1.jpg,
1505,EA3028,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3028/EA3028@PIC-4.jpg,BA5979,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5979/BA5979@1.jpg,
1506,EA3062,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3062/EA3062@PIC-7.jpg,BA5879,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5879/BA5879@1.jpg,
1507,EA3092,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3092/EA3092@PIC-9.jpg,BA5885,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5885/BA5885@1.jpg,
1508,EA3099,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3099/EA3099@PIC-5.jpg,BA5884,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5884/BA5884@1.jpg,
1509,EA3101,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3101/EA3101@PIC-6.jpg,BA5989,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5989/BA5989@1.jpg,
1510,AB10285,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10285/AB10285@PIC-12.jpg,CA1900,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1900/CA1900@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1900/CA1900@CB-T4-094A87AF27D48CE9DE5A.png
1511,AB10508,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10508/AB10508@PIC-6.jpg,CA1603,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1603/CA1603@1.jpg,
1512,AB10827,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10827/AB10827@PIC-1.jpg,CA1703,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1703/CA1703@1.jpg,
1513,AB11076,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11076/AB11076@T9-1.jpg,CA1718,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1718/CA1718@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1718/CA1718@CB-T4-E9AD97B6B994A7DBB609.png
1514,AB11092,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11092/AB11092@PIC-2.jpg,CA1714,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1714/CA1714@1.jpg,
1515,AB11164,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11164/AB11164@IMG12-17DD03E3F7.jpg,CA1756,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1756/CA1756@1.jpg,
1516,AB11181,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11181/AB11181@PIC-7.jpg,CA1353,裙子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA1353/CA1353@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1353/CA1353@CB-T4-C66083F9FDD44E785662.png
1517,AB11401,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11401/AB11401@PIC-2.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1518,AB11581,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11581/AB11581@PIC-6.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1519,AB11675,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11675/AB11675@PIC-6.jpg,CA1836,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1836/CA1836@1.jpg,
1520,AB11710,未設定,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB11710/AB11710@PIC-3.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1521,AB11711,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11711/AB11711@PIC-9.jpg,CA1836,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1836/CA1836@1.jpg,
1522,AB11762,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11762/AB11762@PIC-11.jpg,CA1769,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1769/CA1769@1.jpg,
1523,AB11837,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11837/AB11837@PIC-2.jpg,CA1802,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1802/CA1802@1.jpg,
1524,AB11843,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11843/AB11843@PIC-2.jpg,CA1448,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1448/CA1448@1.jpg,
1525,AB11867,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11867/AB11867@PIC-1.jpg,CA1859,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1859/CA1859@1.jpg,
1526,AB11882,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11882/AB11882@T9-1.jpg,CA1802,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1802/CA1802@1.jpg,
1527,AB11984,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11984/AB11984@PIC-7.jpg,CA1590,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1590/CA1590@1.jpg,
1528,AB11996,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11996/AB11996@T9-1.jpg,CA1751,裙子,,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/CA1751/CA1751@1.jpg,
1529,AB12033,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12033/AB12033@PIC-5.jpg,CA1590,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1590/CA1590@1.jpg,
1530,AB12075,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12075/AB12075@PIC-12.jpg,CA1910,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1910/CA1910@1.jpg,
1531,AB12149,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12149/AB12149@2.jpg,CA1885,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1885/CA1885@1.jpg,
1532,AB12199,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12199/AB12199@PIC-4.jpg,CA1851,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1851/CA1851@1.jpg,
1533,AB12306,未設定,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB12306/AB12306@PIC-6.jpg,CA1904,裙子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA1904/CA1904@1.jpg,
1534,AB12328,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12328/AB12328@PIC-1.jpg,CA1734,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1734/CA1734@1.jpg,
1535,AB12727,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12727/AB12727@PIC-2.jpg,CA2046,裙子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA2046/CA2046@1.jpg,
1536,AB12885,未設定,,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB12885/AB12885@PIC-7.jpg,CA1922,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1922/CA1922@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1922/CA1922@CB-T4-B490B210D8044DCBD90C.png
1537,AB12972,未設定,,休閒_個性,https://image.obdesign.com.tw/catalog/products/AB12972/AB12972@1.jpg,CA2013,裙子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA2013/CA2013@1.jpg,
1538,AB12980,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12980/AB12980@PIC-1.jpg,CA2036,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2036/CA2036@1.jpg,
1539,AB12986,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12986/AB12986@T9-1.jpg,CA1913,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1913/CA1913@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1913/CA1913@CB-T4-58B4E7809374E4CA1C5D.png
1540,AB13027,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13027/AB13027@PIC-3.jpg,CA1959,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1959/CA1959@1.jpg,
1541,AB13029,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13029/AB13029@PIC-5.jpg,CA1922,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1922/CA1922@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1922/CA1922@CB-T4-B490B210D8044DCBD90C.png
1542,AB13157,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13157/AB13157@PIC-2.jpg,CA1989,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1989/CA1989@1.jpg,
1543,AB13178,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13178/AB13178@PIC-12.jpg,CA2049,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2049/CA2049@1.jpg,
1544,AB13373,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13373/AB13373@PIC-5.jpg,CA2050,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2050/CA2050@1.jpg,
1545,AB13550,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13550/AB13550@PIC-16.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1546,AB13573,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13573/AB13573@PIC-8.jpg,CA2080,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2080/CA2080@1.jpg,
1547,AB13658,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13658/AB13658@PIC-6.jpg,CA2080,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2080/CA2080@1.jpg,
1548,AB13696,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13696/AB13696@PIC-2.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1549,AB13771,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13771/AB13771@PIC-2.jpg,CA2126,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2126/CA2126@1.jpg,
1550,AB13834,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13834/AB13834@PIC-1.jpg,CA1768,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1768/CA1768@1.jpg,
1551,AB13895,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13895/AB13895@PIC-3.jpg,CA2111,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2111/CA2111@1.jpg,
1552,AB14185,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14185/AB14185@PIC-6.jpg,CA2213,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2213/CA2213@1.jpg,
1553,AB14262,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14262/AB14262@PIC-4.jpg,CA2190,裙子,,,https://image.obdesign.com.tw/catalog/products/CA2190/CA2190@1.jpg,
1554,AB14563,未設定,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB14563/AB14563@PIC-1.jpg,CA2243,裙子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/CA2243/CA2243@1.jpg,
1555,AB6803,未設定,,,https://image.obdesign.com.tw/catalog/products/AB6803/AB6803@PIC-2.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1556,AB6982,未設定,,,https://image.obdesign.com.tw/catalog/products/AB6982/AB6982@PIC-1.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1557,AB7021,未設定,,,https://image.obdesign.com.tw/catalog/products/AB7021/AB7021@PIC-1.jpg,CA1250,裙子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1558,AB7029,未設定,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/AB7029/AB7029@PIC-1.jpg,CA1244,裙子,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/CA1244/CA1244@1.jpg,
1559,AB9888,未設定,,,https://image.obdesign.com.tw/catalog/products/AB9888/AB9888@PIC-6.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1560,EA2595,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2595/EA2595@PIC-5.jpg,CA1416,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1416/CA1416@1.jpg,
1561,EA2791,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2791/EA2791@PIC-14.jpg,CA1250,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1250/CA1250@1.jpg,
1562,EA2909,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2909/EA2909@PIC-19.jpg,CA1868,裙子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/CA1868 /CA1868 @1.jpg,https://image.obdesign.com.tw/catalog/products/CA1868/CA1868@CB-T4-88393D81A884904BC30C.png
1563,EA2925,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2925/EA2925@PIC-11.jpg,CA1840,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1840/CA1840@1.jpg,
1564,EA2927,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2927/EA2927@1.jpg,CA1353,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1353/CA1353@1.jpg,https://image.obdesign.com.tw/catalog/products/CA1353/CA1353@CB-T4-C66083F9FDD44E785662.png
1565,EA2964,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2964/EA2964@PIC-8.jpg,CA1941,裙子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/CA1941/CA1941@1.jpg,
1566,EA3021,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3021/EA3021@PIC-7.jpg,CA1819,裙子,,,https://image.obdesign.com.tw/catalog/products/CA1819/CA1819@1.jpg,
1567,AB0944,未設定,,,https://image.obdesign.com.tw/catalog/products/AB0944/AB0944@1.jpg,BA2694,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2694/BA2694@1.jpg,
1568,AB10041,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10041/AB10041@PIC-1.jpg,BA4763,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4763/BA4763@1.jpg,
1569,AB10290,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10290/AB10290@PIC-2.jpg,CA1650,未設定,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/CA1650/CA1650@1.jpg,
1570,AB10290,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10290/AB10290@PIC-9.jpg,BA5051,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5051/BA5051@1.jpg,
1571,AB10290,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10290/AB10290@PIC-6.jpg,BA5034,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5034/BA5034@1.jpg,
1572,AB10752,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10752/AB10752@1.jpg,BA5266,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5266/BA5266@1.jpg,
1573,AB10786,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10786/AB10786@PIC-1.jpg,BA5179,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5179/BA5179@1.jpg,
1574,AB10813,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10813/AB10813@PIC-6.jpg,BA5190,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5190/BA5190@1.jpg,
1575,AB10813,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB10813/AB10813@PIC-1.jpg,CA1723,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA1723/CA1723@1.jpg,
1576,AB10819,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10819/AB10819@PIC-1.jpg,CA1727,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1727/CA1727@1.jpg,
1577,AB10827,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10827/AB10827@PIC-6.jpg,BA5277,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5277/BA5277@1.jpg,
1578,AB10905,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10905/AB10905@PIC-3.jpg,CA1720,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1720/CA1720@1.jpg,
1579,AB10905,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10905/AB10905@T9-1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1580,AB10920,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10920/AB10920@T9-1.jpg,CA1722,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1722/CA1722@1.jpg,
1581,AB10959,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10959/AB10959@PIC-6.jpg,BA4795,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4795/BA4795@1.jpg,
1582,AB10977,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10977/AB10977@PIC-11.jpg,BA5227,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5227/BA5227@1.jpg,
1583,AB10984,未設定,,,https://image.obdesign.com.tw/catalog/products/AB10984/AB10984@PIC-7.jpg,BA2964,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2964/BA2964@1.jpg,
1584,AB11027,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11027/AB11027@PIC-2.jpg,BA2258,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA2258/BA2258@1.jpg,
1585,AB11037,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11037/AB11037@PIC-1.jpg,CA1446,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1446/CA1446@1.jpg,
1586,AB11042,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11042/AB11042@PIC-6.jpg,BA2258,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2258/BA2258@1.jpg,
1587,AB11042,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11042/AB11042@1.jpg,BA5457,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5457/BA5457@1.jpg,
1588,AB11045,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11045/AB11045@T9-1.jpg,CA1740,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1740/CA1740@1.jpg,
1589,AB11045,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11045/AB11045@PIC-1.jpg,BA5202,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5202/BA5202@1.jpg,
1590,AB11049,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11049/AB11049@T9-1.jpg,BA5176,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5176/BA5176@1.jpg,
1591,AB11063,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11063/AB11063@PIC-3.jpg,BA5227,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5227/BA5227@1.jpg,
1592,AB11069,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11069/AB11069@1.jpg,CA1674,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA1674/CA1674@1.jpg,
1593,AB11080,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11080/AB11080@PIC-13.jpg,CA1674,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1674/CA1674@1.jpg,
1594,AB11092,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11092/AB11092@PIC-9.jpg,BA4547,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA4547/BA4547@1.jpg,
1595,AB11115,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11115/AB11115@PIC-6.jpg,BA4644,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4644/BA4644@1.jpg,
1596,AB11139,未設定,,,https://image.obdesign.com.tw/catalog/products/AB11139/AB11139@PIC-6.jpg,CA1726,未設定,休閒_個性,,https://image.obdesign.com.tw/catalog/products/CA1726/CA1726@1.jpg,
